asu_id,first_name,last_name,email,student_salary_monthly,total_student_debt,interest_rate,repayment_period_years,monthly_emi,loan_start_date,payments_made,remaining_balance,years_remaining,annual_salary,monthly_salary_gross,monthly_salary_net,debt_to_income_ratio,repayment_status,retirement_contribution_pct,monthly_401k_contribution
ASU00000301,John,Garcia,employee301@asu.edu,800.0,95400,5.28,10,1024.97,2021-09-21,49,62754.71,5.9,77000,6416.67,4812.5,21.3,High Burden,0.7,44.92
ASU00000302,John,Brown,employee302@asu.edu,800.0,52300,6.54,10,594.92,2017-05-06,102,12856.8,1.5,76000,6333.33,4750.0,12.52,Moderate Burden,6.1,386.33
ASU00000303,Michael,Martinez,employee303@asu.edu,800.0,30000,5.5,10,325.58,2024-04-14,18,26190.71,8.5,68000,5666.67,4250.0,7.66,Manageable,9.6,544.0
ASU00000304,Jennifer,Johnson,employee304@asu.edu,800.0,30000,7.05,15,270.49,2022-10-15,36,23670.53,12.0,68000,5666.67,4250.0,6.36,Manageable,8.0,453.33
ASU00000305,Jane,Anderson,employee305@asu.edu,1000.0,30000,5.5,10,325.58,2017-12-29,94,10107.06,2.2,38000,3166.67,2375.0,13.71,Moderate Burden,5.6,177.33
ASU00000306,David,Davis,employee306@asu.edu,1200.0,33300,6.54,10,378.79,2022-08-28,37,24190.1,6.9,62000,5166.67,3875.0,9.78,Moderate Burden,3.8,196.33
ASU00000307,Lisa,Anderson,employee307@asu.edu,1000.0,55100,7.05,10,641.18,2019-06-08,77,23008.94,3.6,72000,6000.0,4500.0,14.25,Moderate Burden,4.8,288.0
ASU00000308,Maria,Thomas,employee308@asu.edu,800.0,30000,5.5,15,245.13,2022-11-04,35,24423.29,12.1,35000,2916.67,2187.5,11.21,Moderate Burden,4.9,142.92
ASU00000309,Amanda,Garcia,employee309@asu.edu,800.0,51100,5.5,10,554.57,2018-12-09,83,21180.95,3.1,35000,2916.67,2187.5,25.35,High Burden,3.0,87.5
ASU00000310,Emily,Jones,employee310@asu.edu,1000.0,32900,5.28,10,353.48,2022-03-25,43,23020.23,6.4,40000,3333.33,2500.0,14.14,Moderate Burden,3.3,110.0
ASU00000311,Amanda,Rodriguez,employee311@asu.edu,800.0,74600,5.5,10,809.61,2024-05-22,16,66180.06,8.7,35000,2916.67,2187.5,37.01,High Burden,2.3,67.08
ASU00000312,Daniel,Smith,employee312@asu.edu,1000.0,59300,6.54,10,674.55,2017-11-15,96,17208.08,2.0,37000,3083.33,2312.5,29.17,High Burden,1.2,37.0
ASU00000313,Sarah,Jones,employee313@asu.edu,800.0,30000,4.99,10,318.05,2018-03-15,92,10980.61,2.3,41000,3416.67,2562.5,12.41,Moderate Burden,3.6,123.0
ASU00000314,Daniel,Garcia,employee314@asu.edu,800.0,30000,4.99,10,318.05,2021-08-14,50,19663.38,5.8,105000,8750.0,6562.5,4.85,Manageable,11.1,971.25
ASU00000315,James,Jones,employee315@asu.edu,1000.0,56700,4.99,10,601.11,2019-06-15,76,27005.17,3.7,44000,3666.67,2750.0,21.86,High Burden,4.5,165.0
ASU00000316,Jessica,Garcia,employee316@asu.edu,800.0,31100,6.54,10,353.77,2019-08-03,75,13853.71,3.8,65000,5416.67,4062.5,8.71,Moderate Burden,6.9,373.75
ASU00000317,James,Garcia,employee317@asu.edu,800.0,76700,4.99,15,606.14,2019-08-16,74,47544.67,8.8,38000,3166.67,2375.0,25.52,High Burden,5.0,158.33
ASU00000318,John,Miller,employee318@asu.edu,800.0,77900,5.28,20,526.23,2021-05-02,53,59771.38,15.6,46000,3833.33,2875.0,18.3,High Burden,1.0,38.33
ASU00000319,Matthew,Brown,employee319@asu.edu,800.0,30000,6.54,10,341.25,2020-09-14,61,16469.44,4.9,45000,3750.0,2812.5,12.13,Moderate Burden,9.7,363.75
ASU00000320,Emily,Moore,employee320@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,58000,4833.33,3625.0,0.0,No Debt,10.3,497.83
ASU00000321,Jessica,Anderson,employee321@asu.edu,800.0,36700,6.54,10,417.47,2021-01-07,57,21232.74,5.2,61000,5083.33,3812.5,10.95,Moderate Burden,8.6,437.17
ASU00000322,David,Moore,employee322@asu.edu,1600.0,30000,6.54,10,341.25,2023-12-02,22,25120.12,8.2,41000,3416.67,2562.5,13.32,Moderate Burden,3.1,105.92
ASU00000323,Sarah,Moore,employee323@asu.edu,800.0,79400,5.5,15,648.76,2021-11-28,46,60002.08,11.2,35000,2916.67,2187.5,29.66,High Burden,3.2,93.33
ASU00000324,Jane,Moore,employee324@asu.edu,800.0,30000,5.5,15,245.13,2016-06-01,113,11995.2,5.6,44000,3666.67,2750.0,8.91,Moderate Burden,8.2,300.67
ASU00000325,Emily,Jackson,employee325@asu.edu,800.0,30000,5.5,10,325.58,2020-03-11,67,15820.99,4.4,43000,3583.33,2687.5,12.11,Moderate Burden,4.5,161.25
ASU00000326,Emily,Davis,employee326@asu.edu,800.0,30000,6.08,10,334.27,2020-06-25,64,16094.37,4.7,58000,4833.33,3625.0,9.22,Moderate Burden,3.4,164.33
ASU00000327,James,Miller,employee327@asu.edu,1000.0,60700,5.28,15,488.91,2020-06-06,64,40361.34,9.7,55000,4583.33,3437.5,14.22,Moderate Burden,4.1,187.92
ASU00000328,Matthew,Rodriguez,employee328@asu.edu,800.0,38100,6.54,15,332.73,2020-08-28,62,24690.98,9.8,68000,5666.67,4250.0,7.83,Manageable,11.0,623.33
ASU00000329,Amanda,Miller,employee329@asu.edu,800.0,60000,6.54,20,448.76,2018-06-04,89,34039.23,12.6,58000,4833.33,3625.0,12.38,Moderate Burden,6.5,314.17
ASU00000330,Amanda,Williams,employee330@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,7.8,227.5
ASU00000331,John,Williams,employee331@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,98000,8166.67,6125.0,0.0,No Debt,13.3,1086.17
ASU00000332,Robert,Jackson,employee332@asu.edu,800.0,30000,7.05,10,349.1,2016-05-07,114,4131.69,0.5,61000,5083.33,3812.5,9.16,Moderate Burden,6.3,320.25
ASU00000333,Lisa,Davis,employee333@asu.edu,800.0,49700,6.54,10,565.35,2022-08-29,37,36103.33,6.9,48000,4000.0,3000.0,18.84,High Burden,3.1,124.0
ASU00000334,James,Jones,employee334@asu.edu,800.0,30500,4.99,10,323.35,2024-09-21,12,27977.87,9.0,39000,3250.0,2437.5,13.27,Moderate Burden,3.7,120.25
ASU00000335,Emily,Brown,employee335@asu.edu,800.0,30000,7.05,10,349.1,2023-02-09,32,22738.72,7.3,70000,5833.33,4375.0,7.98,Manageable,8.3,484.17
ASU00000336,Amanda,Davis,employee336@asu.edu,800.0,42800,7.05,15,385.9,2020-12-25,58,28251.57,10.2,46000,3833.33,2875.0,13.42,Moderate Burden,7.8,299.0
ASU00000337,Christopher,Jackson,employee337@asu.edu,1000.0,44200,6.54,10,502.78,2022-07-17,39,31454.53,6.8,35000,2916.67,2187.5,22.98,High Burden,1.6,46.67
ASU00000338,Michael,Garcia,employee338@asu.edu,2000.0,73700,6.08,10,821.19,2015-12-29,118,10714.73,0.2,39000,3250.0,2437.5,33.69,High Burden,1.7,55.25
ASU00000339,Sarah,Johnson,employee339@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,47000,3916.67,2937.5,0.0,No Debt,8.9,348.58
ASU00000340,Lisa,Brown,employee340@asu.edu,800.0,68300,5.28,20,461.38,2019-04-26,78,44908.03,13.5,39000,3250.0,2437.5,18.93,High Burden,4.9,159.25
ASU00000341,James,Taylor,employee341@asu.edu,800.0,30000,5.28,15,241.64,2017-11-03,96,14921.66,7.0,36000,3000.0,2250.0,10.74,Moderate Burden,6.8,204.0
ASU00000342,Sarah,Anderson,employee342@asu.edu,800.0,63300,4.99,10,671.09,2022-04-26,41,45415.45,6.6,63000,5250.0,3937.5,17.04,High Burden,2.1,110.25
ASU00000343,Michael,Brown,employee343@asu.edu,800.0,30000,5.28,15,241.64,2020-06-22,64,19947.78,9.7,42000,3500.0,2625.0,9.21,Moderate Burden,7.1,248.5
ASU00000344,Maria,Jackson,employee344@asu.edu,800.0,40700,5.28,10,437.28,2018-06-04,89,15403.35,2.6,35000,2916.67,2187.5,19.99,High Burden,1.5,43.75
ASU00000345,Michael,Garcia,employee345@asu.edu,1000.0,77000,5.5,20,529.67,2023-08-20,25,68392.86,17.9,63000,5250.0,3937.5,13.45,Moderate Burden,3.4,178.5
ASU00000346,Matthew,Garcia,employee346@asu.edu,1000.0,77900,5.5,20,535.86,2024-09-12,12,73720.29,19.0,35000,2916.67,2187.5,24.5,High Burden,2.7,78.75
ASU00000347,Michael,Smith,employee347@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,36000,3000.0,2250.0,0.0,No Debt,7.1,213.0
ASU00000348,Sarah,Moore,employee348@asu.edu,800.0,70700,4.99,15,558.72,2019-04-12,78,42372.9,8.5,53000,4416.67,3312.5,16.87,High Burden,2.4,106.0
ASU00000349,Amanda,Davis,employee349@asu.edu,1000.0,64300,5.28,20,434.36,2023-11-26,22,58088.65,18.2,58000,4833.33,3625.0,11.98,Moderate Burden,5.5,265.83
ASU00000350,Daniel,Garcia,employee350@asu.edu,800.0,57000,6.08,15,483.47,2023-03-16,31,47258.08,12.4,36000,3000.0,2250.0,21.49,High Burden,1.1,33.0
ASU00000351,Sarah,Williams,employee351@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,40000,3333.33,2500.0,0.0,No Debt,12.2,406.67
ASU00000352,Robert,Moore,employee352@asu.edu,1000.0,66100,7.05,15,595.97,2022-10-13,36,52154.3,12.0,35000,2916.67,2187.5,27.24,High Burden,1.7,49.58
ASU00000353,John,Rodriguez,employee353@asu.edu,800.0,62500,5.28,10,671.5,2016-05-26,114,12741.85,0.5,45000,3750.0,2812.5,23.88,High Burden,2.7,101.25
ASU00000354,Jessica,Johnson,employee354@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,54000,4500.0,3375.0,0.0,No Debt,9.9,445.5
ASU00000355,Amanda,Jackson,employee355@asu.edu,800.0,43800,5.5,15,357.88,2019-09-14,73,26818.59,8.9,59000,4916.67,3687.5,9.71,Moderate Burden,9.3,457.25
ASU00000356,Daniel,Anderson,employee356@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,52000,4333.33,3250.0,0.0,No Debt,14.6,632.67
ASU00000357,Jane,Davis,employee357@asu.edu,800.0,30000,4.99,10,318.05,2021-03-17,55,18629.71,5.4,35000,2916.67,2187.5,14.54,Moderate Burden,6.3,183.75
ASU00000358,Jessica,Martinez,employee358@asu.edu,800.0,70800,5.28,15,570.26,2019-06-02,77,42258.49,8.6,39000,3250.0,2437.5,23.4,High Burden,1.4,45.5
ASU00000359,John,Williams,employee359@asu.edu,800.0,30000,4.99,15,237.08,2023-09-14,25,26147.45,12.9,64000,5333.33,4000.0,5.93,Manageable,12.4,661.33
ASU00000360,James,Thomas,employee360@asu.edu,800.0,31300,6.08,15,265.48,2017-03-08,104,13353.55,6.3,49000,4083.33,3062.5,8.67,Moderate Burden,6.0,245.0
ASU00000361,Lisa,Taylor,employee361@asu.edu,800.0,30000,6.08,10,334.27,2023-07-21,26,24350.84,7.8,39000,3250.0,2437.5,13.71,Moderate Burden,4.2,136.5
ASU00000362,Robert,Jones,employee362@asu.edu,800.0,55200,6.54,10,627.91,2016-06-04,113,9080.01,0.6,35000,2916.67,2187.5,28.7,High Burden,3.3,96.25
ASU00000363,Robert,Garcia,employee363@asu.edu,1200.0,63700,5.28,15,513.08,2016-03-14,116,25013.77,5.3,45000,3750.0,2812.5,18.24,High Burden,3.7,138.75
ASU00000364,Jane,Martinez,employee364@asu.edu,1000.0,30000,5.5,10,325.58,2017-04-02,103,8202.42,1.4,35000,2916.67,2187.5,14.88,Moderate Burden,9.5,277.08
ASU00000365,Daniel,Garcia,employee365@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,36000,3000.0,2250.0,0.0,No Debt,13.5,405.0
ASU00000366,Matthew,Brown,employee366@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,13.9,405.42
ASU00000367,Jennifer,Williams,employee367@asu.edu,800.0,73400,7.05,10,854.13,2022-02-09,44,48971.88,6.3,37000,3083.33,2312.5,36.94,High Burden,5.0,154.17
ASU00000368,Maria,Brown,employee368@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,13.4,390.83
ASU00000369,Michael,Smith,employee369@asu.edu,800.0,55700,4.99,15,440.18,2017-03-09,104,25943.83,6.3,53000,4416.67,3312.5,13.29,Moderate Burden,7.5,331.25
ASU00000370,Daniel,Brown,employee370@asu.edu,1200.0,34900,6.54,10,396.99,2018-02-25,92,11160.0,2.3,39000,3250.0,2437.5,16.29,High Burden,0.1,3.25
ASU00000371,Lisa,Smith,employee371@asu.edu,800.0,74000,6.08,15,627.66,2019-05-22,77,42585.62,8.6,40000,3333.33,2500.0,25.11,High Burden,4.3,143.33
ASU00000372,Amanda,Taylor,employee372@asu.edu,800.0,30000,5.5,10,325.58,2018-03-23,91,10741.94,2.4,73000,6083.33,4562.5,7.14,Manageable,8.0,486.67
ASU00000373,Maria,Jackson,employee373@asu.edu,800.0,108300,6.08,25,703.08,2019-10-05,73,74938.85,18.9,56000,4666.67,3500.0,20.09,High Burden,4.2,196.0
ASU00000374,Amanda,Smith,employee374@asu.edu,800.0,40800,7.05,10,474.77,2023-12-08,22,34010.79,8.2,61000,5083.33,3812.5,12.45,Moderate Burden,9.3,472.75
ASU00000375,Robert,Martinez,employee375@asu.edu,1000.0,54300,5.28,10,583.4,2022-09-04,37,40269.23,6.9,108000,9000.0,6750.0,8.64,Moderate Burden,6.6,594.0
ASU00000376,Sarah,Moore,employee376@asu.edu,800.0,30000,7.05,10,349.1,2019-05-13,77,12527.54,3.6,56000,4666.67,3500.0,9.97,Moderate Burden,5.9,275.33
ASU00000377,Lisa,Garcia,employee377@asu.edu,800.0,30000,7.05,10,349.1,2022-07-14,39,21150.32,6.8,51000,4250.0,3187.5,10.95,Moderate Burden,9.1,386.75
ASU00000378,John,Jones,employee378@asu.edu,1200.0,0,0.0,0,0.0,N/A,0,0.0,0.0,86000,7166.67,5375.0,0.0,No Debt,8.9,637.83
ASU00000379,Jane,Moore,employee379@asu.edu,800.0,70900,6.08,15,601.36,2018-11-08,84,38065.74,8.0,43000,3583.33,2687.5,22.38,High Burden,2.2,78.83
ASU00000380,John,Anderson,employee380@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,52000,4333.33,3250.0,0.0,No Debt,13.9,602.33
ASU00000381,Amanda,Jackson,employee381@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,13.5,393.75
ASU00000382,Jennifer,Brown,employee382@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,62000,5166.67,3875.0,0.0,No Debt,8.1,418.5
ASU00000383,Lisa,Thomas,employee383@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,6.3,183.75
ASU00000384,David,Anderson,employee384@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,85000,7083.33,5312.5,0.0,No Debt,13.2,935.0
ASU00000385,David,Williams,employee385@asu.edu,800.0,41300,5.28,10,443.72,2022-05-13,41,29474.86,6.6,35000,2916.67,2187.5,20.28,High Burden,0.3,8.75
ASU00000386,Amanda,Smith,employee386@asu.edu,1000.0,58300,6.54,10,663.17,2016-05-04,114,9159.1,0.5,40000,3333.33,2500.0,26.53,High Burden,1.5,50.0
ASU00000387,James,Garcia,employee387@asu.edu,800.0,54500,4.99,10,577.79,2016-08-12,111,12812.45,0.8,43000,3583.33,2687.5,21.5,High Burden,1.4,50.17
ASU00000388,Daniel,Johnson,employee388@asu.edu,1200.0,54000,6.08,10,601.68,2022-11-04,35,40311.78,7.1,38000,3166.67,2375.0,25.33,High Burden,4.6,145.67
ASU00000389,Robert,Davis,employee389@asu.edu,800.0,71000,5.5,15,580.13,2016-11-04,108,30274.87,6.0,91000,7583.33,5687.5,10.2,Moderate Burden,4.4,333.67
ASU00000390,Robert,Martinez,employee390@asu.edu,800.0,35500,7.05,10,413.1,2022-03-08,43,23953.86,6.4,63000,5250.0,3937.5,10.49,Moderate Burden,3.6,189.0
ASU00000391,Michael,Jones,employee391@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,45000,3750.0,2812.5,0.0,No Debt,10.1,378.75
ASU00000392,Michael,Miller,employee392@asu.edu,1600.0,0,0.0,0,0.0,N/A,0,0.0,0.0,82000,6833.33,5125.0,0.0,No Debt,7.4,505.67
ASU00000393,Amanda,Martinez,employee393@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,79000,6583.33,4937.5,0.0,No Debt,14.6,961.17
ASU00000394,Amanda,Taylor,employee394@asu.edu,800.0,56500,6.54,10,642.7,2018-05-25,89,19319.8,2.6,45000,3750.0,2812.5,22.85,High Burden,4.3,161.25
ASU00000395,Michael,Johnson,employee395@asu.edu,800.0,55800,6.54,10,634.73,2018-02-11,93,17430.57,2.2,65000,5416.67,4062.5,15.62,High Burden,4.2,227.5
ASU00000396,Sarah,Thomas,employee396@asu.edu,800.0,68900,7.05,10,801.76,2019-02-15,80,27208.48,3.3,35000,2916.67,2187.5,36.65,High Burden,2.4,70.0
ASU00000397,Jessica,Davis,employee397@asu.edu,800.0,30000,5.5,10,325.58,2023-12-09,22,25344.21,8.2,74000,6166.67,4625.0,7.04,Manageable,9.8,604.33
ASU00000398,Emily,Johnson,employee398@asu.edu,1000.0,57100,6.08,10,636.22,2020-06-10,64,30633.25,4.7,41000,3416.67,2562.5,24.83,High Burden,2.4,82.0
ASU00000399,Jessica,Brown,employee399@asu.edu,800.0,62300,5.28,10,669.35,2024-04-30,17,54903.68,8.6,35000,2916.67,2187.5,30.6,High Burden,2.5,72.92
ASU00000400,John,Smith,employee400@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,43000,3583.33,2687.5,0.0,No Debt,13.2,473.0
ASU00000401,Jessica,Jackson,employee401@asu.edu,800.0,81800,5.28,10,878.85,2018-09-27,85,33243.54,2.9,41000,3416.67,2562.5,34.3,High Burden,2.7,92.25
ASU00000402,Sarah,Jones,employee402@asu.edu,800.0,61600,4.99,20,406.19,2017-02-04,105,33877.53,11.2,71000,5916.67,4437.5,9.15,Moderate Burden,4.2,248.5
ASU00000403,James,Rodriguez,employee403@asu.edu,800.0,30000,6.54,15,261.99,2018-08-31,86,15354.76,7.8,35000,2916.67,2187.5,11.98,Moderate Burden,8.3,242.08
ASU00000404,John,Smith,employee404@asu.edu,800.0,30000,4.99,10,318.05,2021-06-21,52,19249.91,5.7,85000,7083.33,5312.5,5.99,Manageable,13.0,920.83
ASU00000405,Jessica,Rodriguez,employee405@asu.edu,1000.0,30000,6.54,10,341.25,2018-02-16,92,9593.25,2.3,35000,2916.67,2187.5,15.6,High Burden,0.7,20.42
ASU00000406,Sarah,Anderson,employee406@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,53000,4416.67,3312.5,0.0,No Debt,11.3,499.08
ASU00000407,Emily,Jackson,employee407@asu.edu,800.0,63100,5.5,10,684.8,2017-01-13,106,15917.28,1.2,52000,4333.33,3250.0,21.07,High Burden,4.1,177.67
ASU00000408,Jessica,Davis,employee408@asu.edu,1600.0,51200,5.28,10,550.09,2021-07-03,51,32964.52,5.8,51000,4250.0,3187.5,17.26,High Burden,4.1,174.25
ASU00000409,Sarah,Garcia,employee409@asu.edu,800.0,30000,7.05,10,349.1,2021-07-21,51,18427.34,5.8,56000,4666.67,3500.0,9.97,Moderate Burden,3.1,144.67
ASU00000410,Jennifer,Miller,employee410@asu.edu,1000.0,42600,5.28,15,343.12,2019-02-12,80,24757.76,8.3,92000,7666.67,5750.0,5.97,Manageable,13.2,1012.0
ASU00000411,Michael,Williams,employee411@asu.edu,800.0,50200,5.5,10,544.8,2021-09-18,49,32848.12,5.9,35000,2916.67,2187.5,24.91,High Burden,0.2,5.83
ASU00000412,Amanda,Moore,employee412@asu.edu,800.0,56500,6.08,15,479.22,2021-08-20,50,40925.35,10.8,59000,4916.67,3687.5,13.0,Moderate Burden,7.1,349.08
ASU00000413,Jennifer,Jackson,employee413@asu.edu,800.0,64100,4.99,10,679.57,2019-05-07,78,29645.8,3.5,43000,3583.33,2687.5,25.29,High Burden,2.0,71.67
ASU00000414,Robert,Smith,employee414@asu.edu,800.0,42400,4.99,15,335.08,2024-01-28,20,38043.96,13.3,61000,5083.33,3812.5,8.79,Moderate Burden,3.5,177.92
ASU00000415,Michael,Jones,employee415@asu.edu,800.0,77500,5.28,20,523.53,2016-03-11,116,38025.84,10.3,56000,4666.67,3500.0,14.96,Moderate Burden,7.4,345.33
ASU00000416,Robert,Moore,employee416@asu.edu,1000.0,30000,5.28,10,322.32,2020-11-04,59,17639.03,5.1,53000,4416.67,3312.5,9.73,Moderate Burden,5.9,260.58
ASU00000417,Christopher,Taylor,employee417@asu.edu,1200.0,0,0.0,0,0.0,N/A,0,0.0,0.0,47000,3916.67,2937.5,0.0,No Debt,6.7,262.42
ASU00000418,Jane,Taylor,employee418@asu.edu,1000.0,70500,5.5,15,576.04,2019-01-28,81,40171.49,8.2,43000,3583.33,2687.5,21.43,High Burden,1.1,39.42
ASU00000419,Amanda,Johnson,employee419@asu.edu,800.0,49200,6.08,10,548.2,2016-04-19,115,8222.05,0.4,35000,2916.67,2187.5,25.06,High Burden,2.4,70.0
ASU00000420,Jennifer,Moore,employee420@asu.edu,800.0,76100,4.99,10,806.79,2022-10-07,36,57221.11,7.0,57000,4750.0,3562.5,22.65,High Burden,2.1,99.75
ASU00000421,Jane,Jones,employee421@asu.edu,800.0,62800,7.05,10,730.78,2018-05-15,90,20049.37,2.5,35000,2916.67,2187.5,33.41,High Burden,4.3,125.42
ASU00000422,Jane,Davis,employee422@asu.edu,800.0,30000,6.54,10,341.25,2023-05-28,28,23789.25,7.7,76000,6333.33,4750.0,7.18,Manageable,9.8,620.67
ASU00000423,Emily,Anderson,employee423@asu.edu,1000.0,30700,5.5,10,333.18,2020-11-08,59,17922.55,5.1,66000,5500.0,4125.0,8.08,Moderate Burden,5.0,275.0
ASU00000424,Michael,Rodriguez,employee424@asu.edu,1600.0,54900,4.99,15,433.86,2023-04-08,30,46439.73,12.5,56000,4666.67,3500.0,12.4,Moderate Burden,4.9,228.67
ASU00000425,Amanda,Johnson,employee425@asu.edu,1000.0,0,0.0,0,0.0,N/A,0,0.0,0.0,47000,3916.67,2937.5,0.0,No Debt,13.3,520.92
ASU00000426,Christopher,Taylor,employee426@asu.edu,800.0,34800,5.5,10,377.67,2022-02-19,44,23998.64,6.3,51000,4250.0,3187.5,11.85,Moderate Burden,5.3,225.25
ASU00000427,Robert,Williams,employee427@asu.edu,1600.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,13.6,396.67
ASU00000428,Sarah,Williams,employee428@asu.edu,800.0,58200,4.99,15,459.94,2024-05-28,16,53416.62,13.7,62000,5166.67,3875.0,11.87,Moderate Burden,7.4,382.33
ASU00000429,John,Smith,employee429@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,63000,5250.0,3937.5,0.0,No Debt,11.4,598.5
ASU00000430,Sarah,Davis,employee430@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,35000,2916.67,2187.5,0.0,No Debt,9.9,288.75
ASU00000431,John,Garcia,employee431@asu.edu,1000.0,30900,4.99,10,327.59,2021-01-28,57,18762.79,5.2,41000,3416.67,2562.5,12.78,Moderate Burden,5.3,181.08
ASU00000432,Jennifer,Taylor,employee432@asu.edu,1200.0,0,0.0,0,0.0,N/A,0,0.0,0.0,54000,4500.0,3375.0,0.0,No Debt,14.3,643.5
ASU00000433,David,Thomas,employee433@asu.edu,800.0,30000,6.54,15,261.99,2022-06-02,40,23188.26,11.7,43000,3583.33,2687.5,9.75,Moderate Burden,6.7,240.08
ASU00000434,Amanda,Davis,employee434@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,50000,4166.67,3125.0,0.0,No Debt,13.4,558.33
ASU00000435,Sarah,Anderson,employee435@asu.edu,1000.0,57900,4.99,10,613.84,2021-08-08,50,37950.2,5.8,36000,3000.0,2250.0,27.28,High Burden,2.1,63.0
ASU00000436,Jessica,Rodriguez,employee436@asu.edu,1200.0,30000,5.5,10,325.58,2019-03-15,79,13281.47,3.4,41000,3416.67,2562.5,12.71,Moderate Burden,8.2,280.17
ASU00000437,Amanda,Jones,employee437@asu.edu,1000.0,35300,7.05,15,318.27,2023-05-05,29,29300.61,12.6,52000,4333.33,3250.0,9.79,Moderate Burden,8.8,381.33
ASU00000438,Jessica,Moore,employee438@asu.edu,1200.0,0,0.0,0,0.0,N/A,0,0.0,0.0,46000,3833.33,2875.0,0.0,No Debt,8.3,318.17
ASU00000439,Daniel,Taylor,employee439@asu.edu,800.0,49800,6.54,10,566.48,2024-09-07,13,45013.24,8.9,35000,2916.67,2187.5,25.9,High Burden,3.4,99.17
ASU00000440,Michael,Moore,employee440@asu.edu,800.0,31400,4.99,15,248.15,2017-06-11,101,15108.95,6.6,66000,5500.0,4125.0,6.02,Manageable,14.7,808.5
ASU00000441,John,Williams,employee441@asu.edu,800.0,34600,7.05,10,402.63,2019-02-24,80,13663.24,3.3,41000,3416.67,2562.5,15.71,High Burden,2.3,78.58
ASU00000442,Amanda,Jones,employee442@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,54000,4500.0,3375.0,0.0,No Debt,14.2,639.0
ASU00000443,John,Jones,employee443@asu.edu,800.0,43200,6.08,10,481.35,2023-05-17,29,34126.55,7.6,35000,2916.67,2187.5,22.0,High Burden,4.9,142.92
ASU00000444,Amanda,Jones,employee444@asu.edu,800.0,74900,6.08,15,635.29,2021-04-25,54,52601.32,10.5,72000,6000.0,4500.0,14.12,Moderate Burden,8.5,510.0
ASU00000445,Lisa,Williams,employee445@asu.edu,800.0,58300,6.08,15,494.49,2020-07-01,64,37729.22,9.7,36000,3000.0,2250.0,21.98,High Burden,1.2,36.0
ASU00000446,James,Anderson,employee446@asu.edu,1200.0,30000,7.05,10,349.1,2024-09-21,12,27277.02,9.0,42000,3500.0,2625.0,13.3,Moderate Burden,6.6,231.0
ASU00000447,Michael,Moore,employee447@asu.edu,2000.0,122300,5.5,20,841.29,2022-01-14,45,97692.27,16.2,50000,4166.67,3125.0,26.92,High Burden,3.0,125.0
ASU00000448,Emily,Martinez,employee448@asu.edu,800.0,0,0.0,0,0.0,N/A,0,0.0,0.0,47000,3916.67,2937.5,0.0,No Debt,7.6,297.67
ASU00000449,Daniel,Moore,employee449@asu.edu,1000.0,45000,6.54,15,392.99,2020-05-13,65,28396.17,9.6,35000,2916.67,2187.5,17.97,High Burden,4.3,125.42
ASU00000450,Emily,Brown,employee450@asu.edu,800.0,30000,4.99,10,318.05,2019-09-24,73,14908.53,3.9,35000,2916.67,2187.5,14.54,Moderate Burden,9.9,288.75
ASU00000451,Jennifer,Rodriguez,employee451@asu.edu,800.0,30000,5.28,10,322.32,2019-03-31,79,13448.87,3.4,35000,2916.67,2187.5,14.73,Moderate Burden,3.1,90.42
ASU00000452,Jennifer,Thomas,employee452@asu.edu,800.0,35800,5.5,15,292.52,2016-07-17,112,14504.54,5.7,37000,3083.33,2312.5,12.65,Moderate Burden,6.1,188.08
